"","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17"
"N-[(1-chloro-4-hydroxyisoquinolin-3-yl)carbonyl]glycine",10.7081777284165,9.90617260298818,14.6170257151978,10.0519398679919,14.5832516802624,13.9499552740438,15.1123071129553,10.3813448371263,9.37310733720888,14.6088155676682,14.8335392436351,14.611376796448,9.12688393335261,14.7815576460181,9.43508569395469,14.5830098480896,14.5992738309017
"N-[2-[(r)-[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1h-pyrrol-3-yl]benzamide",12.1280832331922,12.1209774429616,12.1308243517193,12.11909117875,12.1292365757366,12.1193805845963,12.1212729224968,12.1195252561393,12.1259163030555,12.1222898848163,12.1273592515758,12.1288066914002,12.132837952069,12.1256221916117,12.1205439951704,12.1214173207427,12.1272157082574
"N-[2-[4-[[3-butyl-5-oxo-1-[2-(trifluoromethyl)phenyl]-1,2,4-triazol-4-yl]methyl]phenyl]phenyl]sulfonyl-3-methyl-2-thiophenecarboxamide",12.1740079775884,11.5288512891802,12.423839048426,12.1823773125484,11.9682071291185,11.4574586625018,12.0320731119643,11.9455979503603,12.0981131342332,12.0154910242317,12.4085147766481,12.6734222843532,12.3998227578605,11.8412990892378,12.7875022288794,11.758193960429,12.4899627956799
"N-a-acetyl-l-arginine",15.6809484369596,15.1771294778402,15.6624504094269,15.8391950700321,15.7712563523952,15.711606503255,15.4653914082872,15.6670412328056,15.6781753966341,15.6197167203973,15.1745781333836,15.468416402307,14.4565503025363,15.478750212756,15.5164454064064,15.1032166460888,15.5388515074373
"N-acetyl-d-glucosamine 6-phosphate",12.1925730576345,13.6689249306887,13.8164471771214,14.2054639263833,13.6970613875993,13.9312451320206,13.7686491152699,13.7070181049219,13.8689990901921,13.7381919429355,14.2356587993653,14.2725593136444,13.5483979690145,13.6740534403632,14.271893083609,13.681937468808,13.4876128222604
"N-acetyl-l-aspartic acid",14.9178520711568,16.6596828637241,16.6776042345862,16.5954111078694,16.4588306823719,16.8399483107736,16.4035568242252,16.8547329435985,16.434261915491,16.4061128517151,16.2234417048689,16.764920203985,16.4359214461477,16.5880419262238,16.3952045983358,16.5657336451871,16.5315464988892
"N-acetyl-l-glutamate",14.747492176957,16.2017547964013,16.3176450033859,16.1505091444561,16.0728566546291,16.0760147310808,16.3033463802492,16.3029160217392,15.9997388550407,16.3631432041272,15.678413343104,16.128289450699,16.1100143155427,16.2834834310083,15.7147261394997,16.2317889520553,16.2367123030891
"N-acetyl-l-methionine",15.8792741033903,15.8811576026864,16.1828645735694,16.218308676607,16.042167595574,16.7790112018721,15.6939584069652,16.4025113159736,15.8830416174215,16.3879541129099,16.2146399926119,15.8907240421849,16.1057435295162,16.0121974267331,16.0600751239794,16.2841749985548,15.9589740126535
"N-acetyl-l-phenylalanine",15.0280495662472,14.7000879184375,14.6709099386319,14.9811053159103,14.7287819247034,15.183106976741,14.8277678001084,14.8325469163001,14.7149654149966,15.0076606866806,14.9020047582302,14.7438419310565,14.4900773135031,14.7068845037097,14.8462113517228,14.7649890928604,14.5775205977597
"N-acetyl-l-tyrosine",13.6626947345845,14.9379538565473,14.4052886739427,13.4456247469127,14.4773573712733,14.9818799613696,15.087315028109,14.4015443222502,14.7391521499714,15.2032959441287,14.5756669912974,15.1611189022593,14.6560236092334,14.6178368232563,14.2826496336814,14.6426405209235,14.6330793984762
"N-acetyl-s-allylcysteine",12.9095038164863,14.9557910925707,15.2900539403533,15.6946321637213,15.3073518760933,15.687531557038,15.1016782952177,15.5579295799034,14.8392825792837,16.0857897578633,15.0962081374974,15.2949244512358,15.1041316213292,15.0441385246623,15.0868509388,15.5494865038685,15.1415795553296
"N-acetylaspartylglutamic acid",12.8540232057348,13.2436708516608,13.6980029862291,13.5009554561369,13.5599817537743,13.5144886693045,13.5713454596465,13.7681185524159,13.6514140068028,13.7525059647459,13.800770928573,13.9645038622964,13.5069822351527,13.6306866754417,13.642193642027,13.43697312167,13.6107645534871
"N-acetylcystathionine",11.7692462319164,11.6665148713177,11.238983329139,11.9439598875522,11.5838279565818,11.7765330666232,11.5941361720134,11.1518766888938,11.3119498142622,11.8387676112197,11.4159620582655,12.0872742478787,11.5320493580741,11.5801276554414,11.7337722639518,12.2695451349797,11.5954198804415
"N-acetylgalactosamine",11.5736462432275,13.2220521835672,13.4026429154242,13.2528472718217,13.2473944266324,13.3743198250138,13.4478391543093,13.2514976565584,13.5667128128301,12.5991888551618,13.6522229809562,13.513193115335,13.3919431049112,13.3818229949881,13.4368470782075,13.4527298681805,13.2437747946095
"N-acetylgalactosamine 4-sulphate",11.7327225540074,12.5149928335411,12.605878300688,12.2837305648593,12.4022723922657,12.3580432219373,12.5944202357767,12.419359516599,12.7335684360277,12.0484980464174,12.7134840882524,12.6229037082712,12.4353212495321,12.5759589294061,12.5535602571187,12.3948991132847,12.4955219507647
"N-acetylglutamic acid",12.2751144579612,12.2468543431777,12.3248576416274,12.3397949367862,12.2935078852025,11.7934568365093,12.1861168543029,12.2523025896768,12.5669670431626,12.4361201280596,12.6073260233163,12.388296204148,12.5868589760126,11.5482523708793,12.4194188888895,11.7085201599447,11.8777047196947
"N-acetylglutamine",17.2304010915112,15.9755261255152,16.0215666442808,17.3575881524699,15.6947810004959,16.2804140061541,15.9559806562948,16.3494783994854,16.0612247551525,15.6355414969619,16.2402550717598,16.6320415615048,15.9188627197675,16.300896210879,17.2129182171464,16.47554307036,15.9821754067342
"N-acetylhistidine",12.0974978723891,12.0053756078956,11.7037638286389,12.1581295270257,12.0145709618989,10.5875764058254,12.098648022563,12.252062865776,12.1041899790554,11.7598114428109,12.1668808770097,12.1151013961717,11.9787215287004,11.9367295660962,12.0717992534273,11.7582988510861,11.8582395577795
"N-acetylkynurenine",14.1022354132751,13.7029850033727,13.3842102102063,13.5167283410584,13.13384903626,13.9889426461638,13.1718914551764,13.5546528832673,13.5692885961326,13.9640648747959,13.5562436523016,13.7134818080988,13.8805443590088,13.6664265657487,13.4379007478474,13.7841076143729,13.544570901287
"N-acetylneuraminic acid",13.5113447948066,13.8560409311063,14.1493812928692,13.9668575228878,13.9465144840909,14.0351404654392,13.88937308311,14.1453085267465,14.0814850941624,13.9508571827315,14.1497283296801,14.3394184132285,14.0194111804822,13.94908610771,14.2365501862518,13.7869248155306,13.9263707077211
"N-acetyltaurine",14.9288631330084,15.0430813156709,14.6263505526529,14.7624615799741,14.5217648312297,14.9026765106828,15.0170250197149,14.6436474802523,15.0635121044275,14.5238572083898,14.9013236992804,14.4910513877492,14.7825985098716,15.0382254423636,14.6731463204921,14.5994033901472,14.5448491204031
"N-acetyltryptophan",16.1174854262556,15.7911446384044,16.0891494723666,16.0128166671385,15.956427284714,16.5948163682884,15.6928955955636,16.1508814049003,15.7313243078661,16.6268749616268,16.2138461525191,15.6602835875899,16.1691676369878,15.9663375590764,15.9905387261081,15.9170890110165,16.0758707870798
"N-alpha-acetyllysine",15.060775914583,15.2918918868513,15.357795388386,15.2856055577427,15.2238391377709,15.100353505343,15.2381190783292,15.1361494932629,15.6500771520632,15.0101934509729,15.0364258030925,15.4573402773206,15.1106695583841,15.5091890125253,15.1548171815615,15.042599365174,15.1418856982567
"N-arachidonoylglycine",14.6632276429779,14.4479388254359,15.2821211552768,14.6343515697692,14.6375419214236,13.2444926771913,14.0792973245068,14.6391275130486,14.4244948611478,14.1021877756987,13.401559928587,14.8997392362569,14.9678151328516,14.3451103099967,15.2028110987734,14.4794990900425,14.442904297574
"N-benzylglucamine dithiocarbamate",12.9284033120893,12.9296608801149,12.9275831162684,12.9289349059726,12.9284033120893,12.9304793744651,12.9290322937592,12.9294175458673,12.9296122180014,12.9291783576606,12.9264693914079,12.9311556417127,12.9276318772063,12.9322641631975,12.9285981817197,12.9302404400954,12.9280664087831
"N-demethoxylinuron",14.4419665427589,14.47487435074,14.6491387557795,14.6323142520482,14.4091968079876,15.9633538308368,14.186055981909,15.1169354922546,14.3275376046774,16.0793660099018,14.9757720615072,14.620188292953,14.2136890927583,14.7287967021151,13.7561753028154,14.9445804650334,14.6146244545596
"N-desisopropyl pentisomide",12.5554086608656,13.3708250698355,13.2783126367963,12.569554509084,13.3780900235538,13.217875860235,13.4369390203202,13.264421487125,13.3893419625783,13.5628606226753,12.1150805014277,12.0702743819899,13.0503821408922,13.06244516015,12.0343080826177,12.7845903067463,13.1821482686821
"N-ethyl-n'-nitro-n-nitrosoguanidine",14.9773183429979,15.6578627155677,16.0847825213892,14.8379845566259,16.0283652931088,15.4712576834133,15.3653184246388,16.192547789387,15.2601131526711,15.9970244544031,14.5042692488778,14.2084435859343,16.1421267937847,15.9699747419296,14.6733286561644,16.138395451263,15.9090873951353
"N-formyl-l-methionine",15.4358760132524,15.9568675967617,15.7498688933869,15.5833990714318,15.539906331332,16.1030293343223,15.6446475392244,15.9847504637041,15.709102212692,15.7500378448576,15.460845304262,15.3960205465708,15.688070182899,16.13318863846,15.3978279423046,16.1345363862291,15.6819089163407
"N-heptanoylglycine",15.5768137094865,15.6364992077982,15.7041452845246,15.0426338785894,15.2650127926839,15.8400393850055,15.737170987173,15.5235274159795,15.7488052272787,15.6420756622372,15.541394334198,15.9691371196979,15.3473142351731,15.6098364377283,15.5329167792172,15.6880600047616,15.4204304403828
"N-hydroxy-2(r)-[[(4-methoxyphenyl)sulfonyl](3-picolyl)amino]-3-methylbutanamide hydrochloride",10.098872631768,10.0940741102676,10.101939291133,10.1052999964608,10.101939291133,10.1064552318987,10.1086498801321,10.1041997117163,10.10224323984,10.1153174484759,10.1027382521534,10.1041997117163,10.0951851459847,10.1130810881697,10.1046937943173,10.1084038059086,10.1067017674919
"N-lactoylleucine",14.6416656696668,14.2247814682485,14.7442011451932,14.6010376186221,14.6775828384594,14.6516572400764,14.1135749496731,14.8196138874512,14.3369711882737,15.3324487245458,14.8543486379448,14.7178490247638,14.8980319041766,14.3242660136136,14.7758433122326,14.511196618149,14.3831234680449
"N-lactoylphenylalanine",14.072368603297,13.0673191555354,14.0089557812658,13.7857341266033,14.0556268422539,14.236135354108,13.2986331261738,14.1989039499645,13.3963558432244,15.1059114532422,14.1343064712357,14.1273276706487,14.2808926789082,13.2386408486852,14.1812770976049,13.6698320123162,13.8280728939246
"N-methacryloyl-l-glutamic acid",14.1087392889711,14.9752205948402,15.8340285506644,14.2478513711941,15.8010459188015,15.5739305627969,15.779473324803,15.6424904415224,15.6724446646041,14.8034575180584,13.2100028237231,14.7488883930523,15.9932252897622,15.9819016341389,14.8453003420316,15.5924945844077,15.8375661617199
"N-nitrosodiethanolamine",18.5780643776374,18.958172207929,18.3091507608701,18.0213837607905,18.4517225775277,18.3553793962558,18.5210301479084,17.8736670053827,19.3522602408255,19.3653032401932,18.8942073443497,19.5340923551819,18.8153885601199,19.0267536242614,18.9537871669136,18.4515416475247,18.6563930380619
"N-propionylmethionine",14.5622375061653,13.7446975504351,14.5210431978305,14.6783280192084,14.2192709171048,14.7809761520816,13.342059568001,14.738929868826,14.2899996578592,12.6244170576287,13.1702874136182,14.0086118349869,14.3841990877519,14.7148427139203,14.4414751071951,14.9015765528911,14.4393539924962
"N-trifluoroacetylprolyl chloride",11.2662449993181,12.3236218785426,12.7451177150405,13.6868409780135,13.3789809122601,12.8964439921107,13.3110603563608,13.3796610092679,13.3591835008103,11.4759563459819,13.2920958692604,13.4716725397055,13.1274196240923,13.2625347363867,13.5906560334427,13.1442210753185,13.2481861224543
"N1-methyl-2-pyridone-5-carboxamide",19.621158104657,19.3728818846444,19.0451390652971,18.5856190375982,18.601529960388,19.2266156534654,19.3575529470025,19.0089184929599,19.4361115101323,18.3499557098322,19.4960764203442,19.2741447639395,19.0127053371043,19.3774437702784,18.8679801441163,19.3361251704494,18.9481352242405
"N2,n2-dimethylguanosine",11.7919956755318,11.8644028035778,12.7761859295761,11.6918050416439,12.3708982454614,13.0152158905372,11.7843959307156,11.9200058314852,12.3500502755378,12.7090489667805,12.2252657434439,11.8116970610148,11.66777717729,11.8602152010046,12.326716095711,12.4338408995647,11.7965975686139
"N2-acetylornithine",14.1745382724606,9.83859970453858,13.583253279479,14.3358460258589,12.9793607234419,9.06119108123021,9.72258229688677,13.6170774222712,10.0672070061197,13.5289720335939,14.4469304065012,13.066670128355,12.9213234371572,13.4840271583462,13.7268756849816,13.0466148072849,13.4132193090233
"N2-gamma-glutamylglutamine",16.9006614802673,17.3213760930892,16.172761062892,17.9405936572202,16.7649389255592,17.8050356948156,17.1619510236945,16.8891245664599,16.8484940474394,17.1463986030184,17.3909463778258,17.3186469174777,16.5736688267921,17.0515976482544,17.4428422215449,17.3393389457982,16.4881486426727
"N4-acetylsulfamonomethoxine",14.4159843469192,14.3039601698244,14.3726471935338,14.242597074602,14.1313648260717,13.9351039900069,14.5212696890291,14.0442440847816,14.7133170298321,14.2027218941344,14.842693902344,14.960394419169,14.3300182539466,14.2249513266441,14.8516888304442,14.1049294404257,14.4147189247231
"N6,n6,n6-trimethyl-l-lysine",17.1819948982112,17.2899650648632,17.3549603841817,17.0850992087886,17.045120467978,17.3469130908755,17.2802485764227,17.2489317843941,17.2294254444228,17.2509805236626,17.1310345259836,17.2985430966684,17.0372688300426,17.2637853652901,17.3231479484533,17.2041331932774,17.1434486098001
