"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"Pyrimethamine","6201_pos","Pyrimethamine",0.31,10.8,"Aminopyrimidines and derivatives","no MS2: Pyrimethamine; LC-ESI-QTOF; MS2; [M+H]+; CE","C12H13ClN4",NA,NA,NA,NA,NA,NA,"WKSAUQYGYAYLPV-UHFFFAOYSA-N","CCC1=NC(=N)NC(N)=C1C1=CC=C(Cl)C=C1",FALSE,TRUE,NA,NA,NA
"Pyrimidine-2,4,6-triol","919_pos","Pyrimidine-2,4,6-triol",0.02,5.64,NA,"Unknown","null","Pyrimidine-2,4,6-triol","","HMDB0245479","NA","NA","NA","null","null",FALSE,TRUE,"Hydroxypyrimidines","Diazines","Pyrimidines and pyrimidine derivatives"
"Pyrocatechol sulfate","3141_neg","Pyrocatechol sulfate",0.4,129.5,NA,"Unknown","null","Pyrocatechol sulfate;2,5-Dihydroxybenzenesulfonic Acid","","HMDB0059724;HMDB0245498","68505;71157","3083879;17507","NA;NA","null","null",FALSE,TRUE,"Phenylsulfates","Organic sulfuric acids and derivatives","Arylsulfates"
"Pyrogallol-1-o-sulphate","3888_neg","Pyrogallol-1-o-sulphate",0.33,189,NA,"Unknown","null","Pyrogallol-1-O-sulphate;Pyrogallol-2-O-sulphate","","HMDB0060016;HMDB0060018","89613;89615","54110629;92013661","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Pyrogallol-2-o-glucuronide","8946_pos","Pyrogallol-2-o-glucuronide",0.38,60.18,NA,"Unknown","null","Pyrogallol-2-O-glucuronide;1,3-Bis(4-nitrophenyl)urea","","HMDB0060017;HMDB0244158","89612;NA","122553541;9509","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Pyroglutamic acid","899_neg","Pyroglutamic acid",0.91,2220.81,NA,"5-Oxoproline","null","Pyroglutamic acid;Pyrroline hydroxycarboxylic acid;3-Hydroxy-1-methylpyrrolidine-2,5-dione;4-Oxo-L-proline;1-Methylpyrrole-2,3,5-triol;pyrrolidone carboxylic acid;(2S)-6-Oxa-1-azabicyclo[3.1.0]hexane-2-carboxylic acid","C01879;C04281","HMDB0000267;HMDB0001369;HMDB0245148;HMDB0246561;HMDB0255336;HMDB0257001;HMDB0260147","18183;27391;NA;37011;NA;NA;NA","7405;1059;260809;413589;54548768;NA;53830296","NA;43511;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Alpha amino acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Pyroglutamyl-histidyl-glycine","10007_pos","Pyroglutamyl-histidyl-glycine",0.27,7.52,NA,"Unknown","null","pyroglutamyl-histidyl-glycine","","HMDB0256990","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"Pyroglutamyl-phenylalanyl-prolinamide","11795_neg","Pyroglutamyl-phenylalanyl-prolinamide",0.18,59.82,NA,"Unknown","null","Pyroglutamyl-phenylalanyl-prolinamide","","HMDB0256991","NA","14021549","NA","null","null",FALSE,TRUE,"Oligopeptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Pyroglutamylglycine","3150_pos","Pyroglutamylglycine",0.18,7.72,NA,"Unknown","null","Pyroglutamylglycine;alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONIC ACID;2-Amino-2-(5-methyl-3-oxo-1,2-oxazol-4-yl)propanoic Acid","C13672","HMDB0061890;HMDB0248356;HMDB0257684","NA;NA;NA","20977730;1221;10125119","NA;NA;NA","null","null",FALSE,TRUE,"Alpha amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Pyrophosphate","2613_neg","Pyrophosphate",0.42,1170.91,NA,"Unknown","null","Pyrophosphate","C00013","HMDB0000250","29888","1023","NA","null","null",FALSE,TRUE,"Non-metal pyrophosphates","Non-metal oxoanionic compounds","Non-metal pyrophosphates"
"Pyrraline","6529_pos","Pyrraline",0.42,17.26,NA,"Unknown","null","Pyrraline","","HMDB0033143","NA","14274616","NA","null","null",FALSE,TRUE,"Alpha amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Pyrrole-2,3,5-tricarboxylic acid","3556_neg","Pyrrole-2,3,5-tricarboxylic acid",0.16,33.8,NA,"Selenomethionine","null","Pyrrole-2,3,5-tricarboxylic acid","","HMDB0256995","NA","NA","NA","null","null",FALSE,TRUE,"Tricarboxylic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives"
"Pyrrole-2-carboxylic acid","421_pos","Pyrrole-2-carboxylic acid",0.36,25.71,NA,"Unknown","null","Pyrrole-2-carboxylic acid;2-Furamide;2-Hydroxypyridine 1-oxide;2,3-Dihydroxypyridine;2,4-Dihydroxypyridine;2,4(1H,3H)-Pyridinedione;pyridine-3,4-diol","C05942;C03927","HMDB0004230;HMDB0245133;HMDB0245310;HMDB0245397;HMDB0245452;HMDB0245487;HMDB0256965","36751;NA;NA;131454;NA;NA;28630","12473;69108;69975;28115;12273;15612824;NA","NA;NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Pyrrole 2-carboxylic acids","Pyrroles","Pyrrole carboxylic acids and derivatives"
"Pyrrolidin-1-yl n,n-bis(sulfanyl)carbamate","3321_neg","Pyrrolidin-1-yl n,n-bis(sulfanyl)carbamate",0.87,559.48,NA,"Unknown","null","Pyrrolidin-1-yl N,N-bis(sulfanyl)carbamate","","HMDB0257676","NA","18967899","NA","null","null",TRUE,TRUE,NA,NA,NA
"Pyruvic acid","25_neg","Pyruvic acid",0.84,508.58,NA,"Pyruvic Acid","null","Pyruvic acid;Ethylene carbonate","C00022;C20363","HMDB0000243;HMDB0252067","32816;NA","1060;7303","NA;NA","null","null",TRUE,TRUE,"Alpha-keto acids and derivatives","Keto acids and derivatives","Alpha-keto acids and derivatives"
"Quercetin 3-(6-o-acetyl-beta-glucoside)","18706_pos","Quercetin 3-(6-o-acetyl-beta-glucoside)",0.09,810440.6,"Flavonoid-3-O-glycosides","no MS2: Quercetin 3-(6-O-acetyl-beta-glucoside); LC-ESI-QTOF; MS2; CE","C23H22O13",NA,NA,NA,NA,NA,NA,"IGLUNMMNDNWZOA-LNNZMUSMSA-N","CC(=O)OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O",FALSE,TRUE,NA,NA,NA
"Quercetin-3-(6''-malonyl)-glucoside","19032_neg","Quercetin-3-(6''-malonyl)-glucoside",0.38,108284.7,"Flavonoid-3-O-glycosides","no MS2: Quercetin-3-(6''-malonyl)-Glucoside; LC-ESI-QTOF; MS2; CE","C24H22O15",NA,NA,NA,NA,NA,NA,"NBQPHANHNTWDML-UJKBSQBPSA-N","O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@@H]1O",FALSE,TRUE,NA,NA,NA
"Questiomycin a","4355_pos","Questiomycin a",0.42,78.38,NA,"Unknown","null","Questiomycin A;4-Amino-1,8-naphthalimide;9H-Pyrido[3,4-b]indole-3-carboxylic acid","C02161","HMDB0030483;HMDB0246338;HMDB0249637","17293;40071;NA","72725;1720;173262","NA;NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Quetiapine","12909_pos","Quetiapine",0.09,12.98,NA,"Unknown","null","Quetiapine","C07397","HMDB0005021","8707","5002","NA","null","null",FALSE,TRUE,"Dibenzothiazepines","Benzothiazepines","Dibenzothiazepines"
"Queuine","7355_neg","Queuine",0.33,15.3,NA,"Unknown","null","Queuine;(2R,3S,5R)-5-(4,5-Dihydroimidazo[2,1-f]purin-3-yl)-2-(hydroxymethyl)oxolan-3-ol","C01449","HMDB0001495;HMDB0257763","17433;NA","53477731;NA","NA;NA","null","null",FALSE,TRUE,"Pyrrolopyrimidines","Pyrrolopyrimidines","Pyrrolopyrimidines"
"Quinclorac","5622_neg","Quinclorac",0.11,3.89,NA,"Unknown","null","Quinclorac","C18806","HMDB0257037","81974","NA","NA","null","null",FALSE,TRUE,"Quinoline carboxylic acids","Quinolines and derivatives","Quinoline carboxylic acids"
"Quinic acid","3330_pos","Quinic acid",0.67,45.81,NA,"Quinic Acid","null","Quinic acid;6,8-Bis(sulfanyl)octanal","C00296","HMDB0003072;HMDB0258126","17521;NA","6508;53825251","NA;NA","null","null",FALSE,TRUE,"Quinic acids and derivatives","Organooxygen compounds","Alcohols and polyols"
"Quinolinic acid","2365_pos","Quinolinic acid",0.29,35.81,NA,"Unknown","null","Quinolinic acid;2,6-Pyridinedicarboxylic acid;Urate radical;2-Nitrobenzoic acid;3-Hydroxy-2-nitrobenzaldehyde;4-Nitrobenzoic acid;Pyridine-3,5-dicarboxylic acid","C03722;C16234;C18625","HMDB0000232;HMDB0033161;HMDB0060260;HMDB0245255;HMDB0245884;HMDB0246532;HMDB0256966","16675;46837;89161;25620;NA;262350;46875","1066;10367;NA;NA;NA;NA;NA","NA;NA;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Pyridinecarboxylic acids","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives"
"Quinoxaline-6-sulfonamide","4071_neg","Quinoxaline-6-sulfonamide",0.22,11.78,NA,"Unknown","null","quinoxaline-6-sulfonamide","","HMDB0257054","NA","23193652","NA","null","null",TRUE,TRUE,NA,NA,NA
"Quinoxyfen","9200_pos","Quinoxyfen",0.22,136877.1,"Diarylethers","no MS2: Quinoxyfen; LC-ESI-ITFT; MS2; CE","C15H8Cl2FNO","Quinoxyfen","C18892","HMDB0257055","82040","NA","NA","WRPIRSINYZBGPK-UHFFFAOYSA-N","FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1",FALSE,TRUE,"Diarylethers","Organooxygen compounds","Ethers"
"Quisqualic acid","3280_pos","Quisqualic acid",0.6,23.2,"L-alpha-amino acids","no MS2: Quisqualic acid; LC-ESI-QTOF; MS2; CE","C5H7N3O5","QUISQUALIC ACID;urea aspartate","","HMDB0257060;HMDB0259714","NA;NA","NA;129681234","NA;NA","ASNFTDCKZKHJSW-REOHCLBHSA-N","N[C@@H](CN1OC(=O)N=C1O)C(O)=O",FALSE,TRUE,NA,NA,NA
"R-limonene","2890_neg","R-limonene",0.71,636.15,NA,"Unknown","null","r-limonene","","HMDB0257077","NA","91691547","NA","null","null",TRUE,TRUE,NA,NA,NA
"Racemetirosine","3566_pos","Racemetirosine",0.4,17.64,"Beta amino acids and derivatives","no MS2: L-beta-Homotyrosine; LC-ESI-QTOF; MS2; CE","C10H13NO3","Racemetirosine;alpha-Methyl-m-tyrosine;3-Amino-2-hydroxy-4-phenylbutanoic acid;5-[(2R)-2-Aminopropyl]-2-hydroxybenzoic acid;2-[(2R)-2-Aminopropyl]-5-hydroxybenzoic acid","C11820","HMDB0247174;HMDB0248232;HMDB0256443;HMDB0257825;HMDB0257865","NA;NA;NA;NA;NA","3125;2110;NA;19425051;NA","NA;NA;NA;NA;NA","VUNPIAMEJXBAFP-MRVPVSSYSA-N","N[C@@H](CC(O)=O)CC1=CC=C(O)C=C1",TRUE,TRUE,"Phenylpropanoic acids","Phenylpropanoic acids",NA
"Racemic mixture","7666_pos","Racemic mixture",0.04,4.67,NA,"Unknown","null","racemic mixture;1-[(3R,4R,5R)-3-Fluoro-3,4-dihydroxy-5-(1-hydroxyethyl)oxolan-2-yl]pyrimidine-2,4-dione","","HMDB0257088;HMDB0257564","NA;NA","365464;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Rebamipide","11667_neg","Rebamipide",0.02,6.63,NA,"Unknown","null","rebamipide","","HMDB0257127","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"Renzapride","10009_pos","Renzapride",0.24,5.66,NA,"Unknown","null","Renzapride","","HMDB0257151","NA","NA","NA","null","null",FALSE,TRUE,"Aminobenzamides","Benzene and substituted derivatives","Benzoic acids and derivatives"
"Reparixin","7903_pos","Reparixin",0.42,24.62,NA,"N6-Methyladenosine","null","reparixin;3-[4-(2-Methylpropyl)phenyl]-2-oxobutane-1-sulfonamide","","HMDB0257152;HMDB0257665","NA;NA","6433115;17903818","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Resveratrol","5165_pos","Resveratrol",0.04,11.83,"Benzophenones","no MS2: Benzophenone-3; LC-ESI-ITFT; MS2; CE","C14H12O3","Resveratrol;Oxybenzone;(Z)-Resveratrol;1,3-Benzenediol, 5-[(1Z)-2-(4-hydroxyphenyl)ethenyl]-;Benzilic acid;Benzyl 4-hydroxybenzoate;trihydroxystilbene","C03582;C14285;C14393","HMDB0003747;HMDB0015497;HMDB0034118;HMDB0246741;HMDB0248991;HMDB0249063;HMDB0259222","45713;34283;36002;27881;39414;NA;NA","445154;4632;1548910;5056;NA;7180;54057918","NA;NA;NA;NA;NA;NA;NA","DXGLGDHPHMLXJC-UHFFFAOYSA-N","COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1",FALSE,TRUE,"Stilbenes","Stilbenes",NA
"Rhodamine 6g","15473_pos","Rhodamine 6g",0.07,440126,NA,"Unknown","null","RHODAMINE 6G","","HMDB0257199","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"Ribitol","1660_neg","Ribitol",0.87,248.56,NA,"L-ARABITOL","null","Ribitol;D-Arabitol;L-Arabitol;D-Xylitol;6-Hydrazinylnicotinamide;Hydrazino nicotinamide;Hydrazinonicotinamide;4-Hydrazinylpyridine-3-carboxamide","C00474;C01904;C00532;C00379","HMDB0000508;HMDB0000568;HMDB0001851;HMDB0002917;HMDB0247211;HMDB0253239;HMDB0253240;HMDB0258083","15963;18333;18403;17151;NA;NA;NA;NA","NA;94154;439255;6912;11636833;66878294;13667281;20077770","35086;NA;35268;NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Sugar alcohols","Organooxygen compounds","Carbohydrates and carbohydrate conjugates"
"Riboflavin","12588_pos","Riboflavin",0.47,43072.36,NA,"Riboflavin","null","Riboflavin;8-Epiloganic acid;7,8-Dimethyl-10-[(2R,3R,4S)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione","C00255","HMDB0000244;HMDB0247433;HMDB0247501","17015;NA;NA","493570;4430509;1072","NA;NA;NA","null","null",TRUE,TRUE,"Flavins","Pteridines and derivatives","Alloxazines and isoalloxazines"
"Ribostamycin","15542_neg","Ribostamycin",0.22,1198683,NA,"Unknown","null","ribostamycin","","HMDB0257216","NA","5066","NA","null","null",FALSE,TRUE,NA,NA,NA
"Ribothymidine","6719_pos","Ribothymidine",0.87,990.4,NA,"Unknown","null","Ribothymidine;3-Methyluridine;""2'-O-Methyluridine"";""5-Hydroxymethyl-2'-deoxyuridine"";arabinofuranosylthymine","","HMDB0000884;HMDB0004813;HMDB0240328;HMDB0246808;HMDB0248554","45996;89487;19227;NA;NA","445408;316991;102212;5201346;249989","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Pyrimidine nucleosides","Pyrimidine nucleosides",NA
"Ritanserin","16462_neg","Ritanserin",0.07,560168,NA,"Unknown","null","ritanserin","","HMDB0257243","64195","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"Ritipenem acetoxymethyl ester","11870_pos","Ritipenem acetoxymethyl ester",0.24,9.09,NA,"Unknown","null","Ritipenem acetoxymethyl ester","","HMDB0259573","NA","15590557","NA","null","null",FALSE,TRUE,"Oligopeptides","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Rosavin","14427_neg","Rosavin",0.11,7.06,NA,"Unknown","null","rosavin","","HMDB0257308","NA","53395247","NA","null","null",FALSE,TRUE,NA,NA,NA
"Rosmarinic acid","11201_neg","Rosmarinic acid",0.16,3.86,"Coumaric acids and derivatives","no MS2: Rosmarinic acid; LC-ESI-QTOF; MS2; CE","C18H16O8",NA,NA,NA,NA,NA,NA,"DOUMFZQKYFQNTF-WUTVXBCWSA-N","OC(=O)[C@@H](CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(O)C=C1",FALSE,TRUE,"Coumaric acids and derivatives","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives"
"Roxadustat","11475_pos","Roxadustat",0.22,8.25,NA,"Unknown","null","Roxadustat","","HMDB0252245","132774","NA","NA","null","null",FALSE,TRUE,"N-acyl-alpha amino acids","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Roxifiban","15709_pos","Roxifiban",0.07,15.87,NA,"Unknown","null","Roxifiban","","HMDB0257318","NA","21896638","NA","null","null",FALSE,TRUE,"Alpha amino acid esters","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Russian vx","7102_pos","Russian vx",0.38,42.61,"Coumaric acids and derivatives","no MS2: Caffeoylcholine; LC-ESI-QTOF; MS2; CE","C14H20NO4","Russian VX;Tx 60","","HMDB0257366;HMDB0259331","140422;136185","NA;NA","NA;NA","HLGBXKIGYXVIFU-UHFFFAOYSA-O","C[N+](C)(C)CCOC(=O)C=CC1=CC(O)=C(O)C=C1",FALSE,TRUE,NA,NA,NA
"S-(2-carboxyethyl)-l-cysteine","3284_neg","S-(2-carboxyethyl)-l-cysteine",0.49,81.23,NA,"Unknown","null","S-(2-Carboxyethyl)-L-cysteine","","HMDB0246645","NA","19945","NA","null","null",TRUE,TRUE,NA,NA,NA
"S-(2-carboxypropyl)-cysteamine","2230_pos","S-(2-carboxypropyl)-cysteamine",0.8,775.33,"Beta amino acids and derivatives","no MS2: R-3-Amino-5-(methylthio)pentanoic acid; LC-ESI-QTOF; MS2; CE","C6H13NO2S","S-(2-carboxypropyl)-Cysteamine;(R)-Propyl 2-amino-3-mercaptopropanoate;Cysteine isopropyl ester;DL-Ethionine;Methionine methyl ester;N-Methyl-L-methionine;S-Methyl-L-methioninate;N,N-Diethyl-1-methylsulfinylformamide","","HMDB0002169;HMDB0243697;HMDB0250703;HMDB0251518;HMDB0254602;HMDB0255177;HMDB0257404;HMDB0257406","NA;NA;NA;68662;NA;NA;NA;NA","133402;359910;10419513;6205;351663;4478780;NA;3035711","NA;NA;NA;NA;NA;NA;NA;NA","QWVNCDVONVDGDV-YFKPBYRVSA-N","CSCC[C@H](N)CC(O)=O",FALSE,TRUE,NA,NA,NA
"S-(3-oxo-3-carboxy-n-propyl)cysteine","4641_neg","S-(3-oxo-3-carboxy-n-propyl)cysteine",0.13,35.44,"Pyridazinones","no MS2: Chloridazon; LC-ESI-ITFT; MS2; CE","C10H8ClN3O","S-(3-Oxo-3-carboxy-n-propyl)cysteine;S-(2-Oxo-2-carboxyethyl)homocysteine","","HMDB0002135;HMDB0240387","NA;NA","54097042;54363604","NA;NA","WYKYKTKDBLFHCY-UHFFFAOYSA-N","NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1",FALSE,TRUE,NA,NA,NA
"S-(6-purinyl)cysteine","5535_neg","S-(6-purinyl)cysteine",0.4,60.53,NA,"Unknown","null","S-(6-Purinyl)cysteine","","HMDB0244484","NA","9794738","NA","null","null",FALSE,TRUE,NA,NA,NA
"S-3-oxodecanoyl cysteamine","6065_pos","S-3-oxodecanoyl cysteamine",0.58,54.99,NA,"Unknown","null","S-3-oxodecanoyl cysteamine","","HMDB0059773","89859","124202115","NA","null","null",TRUE,TRUE,"Fatty acyl thioesters","Fatty acyls","Fatty acyl thioesters"
"S-adenosylhomocysteine","12384_neg","S-adenosylhomocysteine",0.02,3,"5'-deoxy-5'-thionucleosides","no MS2: S-Adenosyl-L-homocysteine; LC-ESI-ITFT; MS2; m/z","C14H20N6O5S","S-Adenosylhomocysteine;(2S)-2-[[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylamino]-4-sulfanylbutanoic acid","C00021","HMDB0000939;HMDB0258158","16680;NA","439155;NA","33543;NA","ZJUKTBDSGOFHSH-WFMPWKQPSA-N","N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O",FALSE,TRUE,NA,NA,NA
"S-allyl cysteine sulfoxide","4069_neg","S-allyl cysteine sulfoxide",0.13,80.46,NA,"Unknown","null","s-Allyl cysteine sulfoxide","","HMDB0257393","NA","129668924","NA","null","null",FALSE,TRUE,NA,NA,NA
"S-carboxymethyl-l-cysteine","2672_neg","S-carboxymethyl-l-cysteine",0.31,39.35,NA,"Unknown","null","S-Carboxymethyl-L-cysteine;2-[(3-Chlorophenyl)diazenyl]acetonitrile","","HMDB0029415;HMDB0255365","971853;NA","1080;57163409","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"S-ethyl dipropylthiocarbamate","3121_neg","S-ethyl dipropylthiocarbamate",0.33,93331.09,NA,"Unknown","null","S-Ethyl dipropylthiocarbamate","C11081","HMDB0251894","NA","12968","NA","null","null",FALSE,TRUE,NA,NA,NA
"S-methyl 3-methylthiobutyrate","1000_neg","S-methyl 3-methylthiobutyrate",0.09,17.43,NA,"Unknown","null","S-Methyl 3-methylthiobutyrate","","HMDB0039843","NA","90246","NA","null","null",FALSE,TRUE,NA,NA,NA
"S-nitrosomercaptoethanol","368_pos","S-nitrosomercaptoethanol",0.87,87.95,NA,"Unknown","null","S-Nitrosomercaptoethanol","","HMDB0257419","NA","NA","NA","null","null",TRUE,TRUE,NA,NA,NA
"S-oxide","1800_pos","S-oxide",0.13,14.66,NA,"Unknown","null","S-Oxide;Thiobenzamide S-oxide","C16283","HMDB0257421;HMDB0259003","NA;NA","11949597;NA","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"S-petasin","10064_neg","S-petasin",0.4,145.21,NA,"Unknown","null","S-Petasin","","HMDB0257423","NA","92008635","NA","null","null",TRUE,TRUE,NA,NA,NA
"S-phenyl thioacetate","1776_pos","S-phenyl thioacetate",0.42,346.08,NA,"Unknown","null","S-Phenyl thioacetate","","HMDB0257424","NA","NA","NA","null","null",FALSE,TRUE,NA,NA,NA
"Sabeluzole","14349_pos","Sabeluzole",0.02,15.04,NA,"Unknown","null","Sabeluzole","","HMDB0257434","NA","59823","NA","null","null",FALSE,TRUE,"Benzothiazoles","Benzothiazoles",NA
"Saccharin","2827_neg","Saccharin",0.49,193.44,"Benzothiazoles","no MS2: Saccharin; LC-ESI-ITFT; MS2; CE","C7H5NO3S","Saccharin","C12283","HMDB0029723","32111","5143","NA","CVHZOJJKTDOEJC-UHFFFAOYSA-N","OC1=NS(=O)(=O)C2=CC=CC=C12",FALSE,TRUE,"Benzothiazoles","Benzothiazoles",NA
"Saccharopine","7676_pos","Saccharopine",0.24,13.51,"Glutamic acid and derivatives","no MS2: L-Saccharopine; LC-ESI-QTOF; MS2; CE","C11H20N2O6","Saccharopine;isoleucine glutamate","C00449","HMDB0000279;HMDB0253650","16927;NA","160556;NA","1484994;NA","ZDGJAHTZVHVLOT-YUMQZZPRSA-N","N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O",FALSE,TRUE,"Glutamic acid and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues"
"Salicylamide glucuronide","9079_neg","Salicylamide glucuronide",0.42,97.64,NA,"Unknown","null","Salicylamide glucuronide","","HMDB0257458","NA","NA","NA","null","null",FALSE,TRUE,"Phenolic glycosides","Organooxygen compounds","Carbohydrates and carbohydrate conjugates"
"Salicyluric acid","3553_pos","Salicyluric acid",0.69,70.03,NA,"Unknown","null","Salicyluric acid;Dopaquinone;Leucodopachrome;3-Hydroxyhippuric acid;4-Hydroxyhippuric acid;2-Hydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one;N-acetyl-5-aminosalicylic acid;4-Acetamidosalicylic acid;1,2-Epoxy-3-(p-nitrophenoxy)propane;Benzoic acid, 2-(acetyloxy)-5-amino-;Acetyl 4-aminosalicylic acid","C07588;C00822;C05604;C04274","HMDB0000840;HMDB0001229;HMDB0004067;HMDB0006116;HMDB0013678;HMDB0038055;HMDB0060602;HMDB0246329;HMDB0246908;HMDB0247698;HMDB0247923","9008;16852;60872;70824;71018;NA;NA;63816;508;NA;NA","10253;439316;161255;450268;151012;152213;65512;65509;21327;13140652;147034","NA;36114;46110;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,"Hippuric acids","Benzene and substituted derivatives","Benzoic acids and derivatives"
"Salidroside","8466_neg","Salidroside",0.42,6,NA,"Unknown","null","Salidroside","","HMDB0257463","NA","4961358","NA","null","null",TRUE,TRUE,"O-glycosyl compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates"
"Sampatrilat","20014_neg","Sampatrilat",0.07,2097307,NA,"Unknown","null","Sampatrilat","","HMDB0257476","NA","20725583","NA","null","null",FALSE,TRUE,"Hybrid peptides","Peptidomimetics","Hybrid peptides"
"Saroglitazar","14923_neg","Saroglitazar",0.33,100567.1,NA,"Unknown","null","Saroglitazar","","HMDB0257500","NA","68279908","NA","null","null",TRUE,TRUE,"Phenylpyrroles","Pyrroles","Substituted pyrroles"
"Sebacic acid","3724_neg","Sebacic acid",0.78,1239.03,"Medium-chain fatty acids","no MS2: Sebacic acid; LC-ESI-QTOF; MS2; CE","C10H18O4","Sebacic acid;3-Methylazelaic acid;(R)-6-(3-Methylpiperazin-1-yl)nicotinonitrile;1,4-Butanediol diglycidyl ether","C08277","HMDB0000792;HMDB0059754;HMDB0243665;HMDB0244203","41865;89889;NA;NA","5192;22450170;62479801;17046","NA;NA;NA;NA","CXMXRPHRNRROMY-UHFFFAOYSA-N","OC(=O)CCCCCCCCC(O)=O",FALSE,TRUE,"Medium-chain fatty acids","Fatty acyls","Fatty acids and conjugates"
"Sebacoyl-l-carnitine","11132_pos","Sebacoyl-l-carnitine",0.44,23483.62,NA,"Unknown","null","Sebacoyl-L-carnitine;2-[4-[4-(4-Carbamimidoylphenyl)piperazin-1-yl]piperidin-1-yl]acetic acid","","HMDB0240726;HMDB0252929","73057;92207","71464537;173614","NA;NA","null","null",FALSE,TRUE,NA,NA,NA
"Secnidazole","3033_pos","Secnidazole",0.51,23.58,NA,"Phosphorylcholine","null","Secnidazole","","HMDB0258202","140628","NA","NA","null","null",TRUE,TRUE,"Nitroimidazoles","Azoles","Imidazoles"
"Secoisolariciresinol","11972_pos","Secoisolariciresinol",0.11,5.09,NA,"Unknown","null","Secoisolariciresinol;""5-(3'-Hydroxyphenyl)-gamma-valerolactone-3'-O-glucuronide"";(1R,9S,14S,15R,19S)-13,14,19-Trihydroxy-16,16-dimethyl-6-methylidene-10,12-dioxahexacyclo[9.8.0.01,15.02,8.05,9.08,13]nonadecan-7-one;Flaxseeds extract;Nodosin","C18167","HMDB0013692;HMDB0059991;HMDB0242347;HMDB0252297;HMDB0255691","65004;88746;NA;NA;NA","65373;124202062;14564539;586372;430943","NA;NA;NA;NA;NA","null","null",FALSE,TRUE,"Dibenzylbutanediol lignans","Dibenzylbutane lignans","Dibenzylbutanediol lignans"
"Sedoheptulose 7-phosphate(2-)","8239_pos","Sedoheptulose 7-phosphate(2-)",0.2,20.54,NA,"Sedoheptulose 7-Phosphate(2-)","null",NA,NA,NA,NA,NA,NA,"null","null",FALSE,TRUE,NA,NA,NA
"Semidehydroascorbic acid","2504_neg","Semidehydroascorbic acid",0.29,38.67,NA,"Unknown","null","Semidehydroascorbic acid","","HMDB0258226","NA","5476732","NA","null","null",TRUE,TRUE,"Butenolides","Dihydrofurans","Furanones"
